param-0-nm,param-1-n,param-2-m,cps+cbn-regression-quadratic-real,cps+cbn-regression-quadratic-sys,cps+cbn-regression-quadratic-user,cps+cbv-regression-quadratic-real,cps+cbv-regression-quadratic-sys,cps+cbv-regression-quadratic-user,cps+lazy-regression-quadratic-real,cps+lazy-regression-quadratic-sys,cps+lazy-regression-quadratic-user,cps+native-compute-regression-quadratic-real,cps+native-compute-regression-quadratic-sys,cps+native-compute-regression-quadratic-user,cps+simpl-regression-quadratic-real,cps+simpl-regression-quadratic-sys,cps+simpl-regression-quadratic-user,cps+vm-compute-regression-quadratic-real,cps+vm-compute-regression-quadratic-sys,cps+vm-compute-regression-quadratic-user,rewrite-strat(bottomup-bottomup)-regression-exponential-real,rewrite-strat(bottomup-bottomup)-regression-exponential-sys,rewrite-strat(bottomup-bottomup)-regression-exponential-user,rewrite-strat(topdown-bottomup)-regression-exponential-real,rewrite-strat(topdown-bottomup)-regression-exponential-sys,rewrite-strat(topdown-bottomup)-regression-exponential-user,setoid-rewrite-regression-cubic-real,setoid-rewrite-regression-cubic-sys,setoid-rewrite-regression-cubic-user
6,2,3,,,,,,,,,,,,,,,,,,,,,,,,,0.129,0.001,0.127
7,1,7,,,,,,,,,,,,,,,,,,,0.179,0.003,0.176,0.181,0.005,0.176,0.424,0.011,0.413
7,7,1,,,,,,,,,,,,,,,,,,,0.069,0.,0.069,0.077,0.,0.077,0.177,0.,0.177
8,1,8,,,,,,,,,,,,,,,,,,,0.225,0.,0.225,0.225,0.,0.225,0.589,0.,0.589
8,2,4,,,,,,,,,,,,,,,,,,,0.086,0.,0.086,0.086,0.,0.086,0.156,0.,0.156
8,4,2,,,,,,,,,,,,,,,,,,,0.06,0.,0.06,0.061,0.,0.061,0.167,0.,0.167
8,8,1,,,,,,,,,,,,,,,,,,,0.107,0.,0.107,0.124,0.,0.124,0.262,0.,0.262
9,1,9,,,,,,,,,,,,,,,,,,,0.369,0.,0.369,0.364,0.,0.364,0.849,0.,0.849
9,3,3,,,,,,,,,,,,,,,,,,,0.094,0.,0.093,0.092,0.,0.092,0.255,0.,0.255
9,9,1,,,,,,,,,,,,,,,,,,,0.166,0.,0.166,0.192,0.,0.192,0.372,0.,0.371
10,1,10,,,,,,,,,,,,,,,,,,,,,,,,,1.222,0.,1.222
10,10,1,,,,,,,,,,,,,,,,,,,,,,,,,0.52,0.,0.519
11,1,11,,,,,,,,,,,,,,,,,,,0.931,0.004,0.926,0.926,0.001,0.923,,,
11,11,1,,,,,,,,,,,,,,,,,,,0.343,0.,0.342,0.411,0.,0.411,,,
12,1,12,0.006,0.,0.006,,,,,,,,,,,,,,,,1.44,0.001,1.438,1.436,0.,1.435,,,
12,3,4,0.002,0.,0.001,,,,,,,,,,,,,,,,0.256,0.,0.256,0.256,0.,0.256,0.256,0.,0.256
12,12,1,0.002,0.,0.002,,,,,,,,,,,,,,,,0.472,0.,0.472,0.58,0.,0.58,,,
13,1,13,,,,,,,,,,,,,,,,,,,,,,,,,2.985,0.001,2.983
13,13,1,,,,,,,,,,,,,,,,,,,,,,,,,1.21,0.004,1.206
15,1,15,,,,,,,,,,,,,,,,,,,5.141,0.003,5.137,5.185,0.003,5.181,,,
15,15,1,,,,,,,,,,,,,,,,,,,1.099,0.,1.097,1.416,0.,1.415,,,
16,1,16,,,,,,,,,,,,,0.003,0.002,0.001,,,,,,,,,,,,
16,4,4,,,,,,,,,,,,,0.001,0.,0.001,,,,,,,,,,,,
16,16,1,,,,,,,,,,,,,0.001,0.,0.001,,,,,,,,,,,,
17,1,17,,,,,,,,,,,,,,,,,,,,,,,,,7.542,0.005,7.534
17,17,1,,,,,,,,,,,,,,,,,,,,,,,,,3.059,0.002,3.056
18,1,18,0.008,0.,0.008,,,,,,,,,,,,,,,,,,,,,,,,
18,18,1,0.003,0.,0.003,,,,,,,,,,,,,,,,,,,,,,,,
20,4,5,0.002,0.,0.002,,,,,,,,,,,,,,,,,,,,,,0.598,0.,0.597
24,1,24,0.013,0.,0.013,,,,,,,,,,,,,,,,,,,,,,,,
24,24,1,0.005,0.,0.005,,,,,,,,,,,,,,,,,,,,,,,,
27,1,27,,,,,,,,,,,,,0.005,0.,0.005,,,,,,,,,,,,
27,27,1,,,,,,,,,,,,,0.002,0.,0.002,,,,,,,,,,,,
30,5,6,0.003,0.,0.003,,,,,,,,,,0.002,0.,0.002,,,,,,,,,,,,
31,1,31,0.018,0.,0.018,,,,,,,,,,,,,,,,,,,,,,,,
31,31,1,0.007,0.,0.007,,,,,,,,,,,,,,,,,,,,,,,,
37,1,37,0.023,0.,0.023,,,,,,,,,,0.008,0.,0.008,,,,,,,,,,,,
37,37,1,0.009,0.,0.009,,,,,,,,,,0.003,0.,0.003,,,,,,,,,,,,
42,1,42,,,,,,,,,,0.107,0.004,0.001,,,,0.,0.,0.,,,,,,,,,
42,6,7,0.004,0.,0.004,,,,,,,0.105,0.003,0.001,0.003,0.,0.003,0.,0.,0.,,,,,,,,,
42,42,1,,,,,,,,,,0.106,0.003,0.001,,,,0.,0.,0.,,,,,,,,,
43,1,43,0.027,0.,0.027,,,,,,,,,,,,,,,,,,,,,,,,
43,43,1,0.011,0.,0.011,,,,,,,,,,,,,,,,,,,,,,,,
48,1,48,,,,,,,,,,,,,0.011,0.,0.011,,,,,,,,,,,,
48,48,1,,,,,,,,,,,,,0.005,0.,0.005,,,,,,,,,,,,
49,1,49,0.037,0.,0.037,,,,,,,,,,,,,,,,,,,,,,,,
49,7,7,0.004,0.,0.004,,,,,,,,,,,,,,,,,,,,,,,,
49,49,1,0.019,0.,0.019,,,,,,,,,,,,,,,,,,,,,,,,
55,1,55,0.045,0.,0.045,,,,,,,,,,,,,,,,,,,,,,,,
55,55,1,0.02,0.,0.02,,,,,,,,,,,,,,,,,,,,,,,,
56,7,8,0.005,0.,0.005,,,,,,,,,,0.003,0.,0.003,,,,,,,,,,,,
58,1,58,,,,,,,,,,,,,0.016,0.,0.016,,,,,,,,,,,,
58,58,1,,,,,,,,,,,,,0.007,0.,0.007,,,,,,,,,,,,
61,1,61,0.051,0.,0.051,,,,,,,,,,,,,,,,,,,,,,,,
61,61,1,0.023,0.,0.023,,,,,,,,,,,,,,,,,,,,,,,,
64,1,64,,,,0.045,0.001,0.044,0.,0.,0.,,,,,,,,,,,,,,,,,,
64,8,8,,,,0.,0.,0.,0.044,0.,0.043,,,,,,,,,,,,,,,,,,
64,64,1,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
67,1,67,0.066,0.,0.066,,,,,,,,,,,,,,,,,,,,,,,,
67,67,1,0.031,0.,0.031,,,,,,,,,,,,,,,,,,,,,,,,
68,1,68,,,,,,,,,,,,,0.019,0.,0.019,,,,,,,,,,,,
68,68,1,,,,,,,,,,,,,0.01,0.,0.01,,,,,,,,,,,,
72,8,9,0.007,0.,0.007,,,,,,,0.107,0.004,0.001,0.004,0.,0.004,0.,0.,0.,,,,,,,,,
74,1,74,0.074,0.,0.074,,,,,,,,,,,,,,,,,,,,,,,,
74,74,1,0.034,0.,0.034,,,,,,,,,,,,,,,,,,,,,,,,
78,1,78,,,,,,,,,,0.105,0.003,0.002,,,,0.,0.,0.,,,,,,,,,
78,78,1,,,,,,,,,,0.105,0.003,0.001,,,,0.,0.,0.,,,,,,,,,
79,1,79,,,,,,,,,,,,,0.024,0.,0.024,,,,,,,,,,,,
79,79,1,,,,,,,,,,,,,0.011,0.,0.011,,,,,,,,,,,,
80,1,80,0.087,0.,0.087,,,,,,,,,,,,,,,,,,,,,,,,
80,80,1,0.04,0.,0.04,,,,,,,,,,,,,,,,,,,,,,,,
86,1,86,0.089,0.,0.089,,,,,,,,,,,,,,,,,,,,,,,,
86,86,1,0.042,0.,0.042,,,,,,,,,,,,,,,,,,,,,,,,
89,1,89,,,,,,,,,,,,,0.029,0.,0.029,,,,,,,,,,,,
89,89,1,,,,,,,,,,,,,0.013,0.,0.013,,,,,,,,,,,,
90,9,10,0.008,0.,0.008,,,,,,,,,,0.009,0.,0.009,,,,,,,,,,,,
92,1,92,0.098,0.,0.098,,,,,,,,,,,,,,,,,,,,,,,,
92,92,1,0.046,0.,0.046,,,,,,,,,,,,,,,,,,,,,,,,
98,1,98,0.136,0.,0.136,,,,,,,,,,,,,,,,,,,,,,,,
98,98,1,0.069,0.,0.069,,,,,,,,,,,,,,,,,,,,,,,,
99,1,99,,,,,,,,,,,,,0.04,0.,0.04,,,,,,,,,,,,
99,99,1,,,,,,,,,,,,,0.02,0.,0.02,,,,,,,,,,,,
104,1,104,0.144,0.,0.144,,,,,,,,,,,,,,,,,,,,,,,,
104,104,1,0.072,0.,0.072,,,,,,,,,,,,,,,,,,,,,,,,
110,1,110,0.148,0.,0.148,,,,,,,,,,0.039,0.,0.039,,,,,,,,,,,,
110,10,11,0.01,0.,0.01,,,,,,,0.105,0.003,0.002,0.007,0.,0.007,0.,0.,0.,,,,,,,,,
110,110,1,0.074,0.,0.074,,,,,,,,,,0.019,0.,0.019,,,,,,,,,,,,
114,1,114,,,,,,,,,,0.107,0.005,0.002,,,,0.,0.,0.,,,,,,,,,
114,114,1,,,,,,,,,,0.105,0.004,0.,,,,0.,0.,0.,,,,,,,,,
117,1,117,0.163,0.,0.163,,,,,,,,,,,,,,,,,,,,,,,,
117,117,1,0.08,0.,0.08,,,,,,,,,,,,,,,,,,,,,,,,
120,1,120,,,,,,,,,,,,,0.048,0.,0.048,,,,,,,,,,,,
120,120,1,,,,,,,,,,,,,0.021,0.,0.021,,,,,,,,,,,,
122,1,122,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
122,122,1,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
123,1,123,0.17,0.,0.17,,,,,,,,,,,,,,,,,,,,,,,,
123,123,1,0.084,0.,0.084,,,,,,,,,,,,,,,,,,,,,,,,
129,1,129,0.217,0.,0.217,,,,,,,,,,,,,,,,,,,,,,,,
129,129,1,0.118,0.,0.118,,,,,,,,,,,,,,,,,,,,,,,,
131,1,131,,,,,,,,,,,,,0.054,0.,0.054,,,,,,,,,,,,
131,131,1,,,,,,,,,,,,,0.03,0.,0.03,,,,,,,,,,,,
132,11,12,0.012,0.,0.012,0.,0.,0.,0.,0.,0.,,,,0.009,0.,0.009,,,,,,,,,,,,
135,1,135,0.229,0.,0.229,,,,,,,,,,,,,,,,,,,,,,,,
135,135,1,0.12,0.,0.12,,,,,,,,,,,,,,,,,,,,,,,,
141,1,141,,,,,,,,,,,,,0.059,0.,0.059,,,,,,,,,,,,
141,141,1,,,,,,,,,,,,,0.032,0.,0.032,,,,,,,,,,,,
150,1,150,,,,,,,,,,0.105,0.005,0.,,,,0.,0.,0.,,,,,,,,,
150,150,1,,,,,,,,,,0.106,0.004,0.,,,,0.,0.,0.,,,,,,,,,
151,1,151,,,,,,,,,,,,,0.066,0.,0.066,,,,,,,,,,,,
151,151,1,,,,,,,,,,,,,0.033,0.,0.033,,,,,,,,,,,,
156,12,13,0.014,0.,0.014,,,,,,,0.104,0.005,0.,0.01,0.,0.01,0.,0.,0.,,,,,,,,,
157,1,157,0.263,0.,0.263,,,,,,,,,,,,,,,,,,,,,,,,
157,157,1,0.133,0.,0.133,,,,,,,,,,,,,,,,,,,,,,,,
162,1,162,,,,,,,,,,,,,0.076,0.,0.076,,,,,,,,,,,,
162,162,1,,,,,,,,,,,,,0.038,0.,0.038,,,,,,,,,,,,
172,1,172,,,,,,,,,,,,,0.088,0.,0.088,,,,,,,,,,,,
172,172,1,,,,,,,,,,,,,0.04,0.,0.04,,,,,,,,,,,,
180,1,180,0.332,0.,0.332,,,,,,,,,,,,,,,,,,,,,,,,
180,180,1,0.169,0.,0.169,,,,,,,,,,,,,,,,,,,,,,,,
181,1,181,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
181,181,1,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
182,1,182,,,,,,,,,,,,,0.09,0.,0.09,,,,,,,,,,,,
182,13,14,0.016,0.,0.016,0.,0.,0.,0.,0.,0.,0.105,0.003,0.002,0.012,0.,0.012,0.,0.,0.,,,,,,,,,
182,182,1,,,,,,,,,,,,,0.042,0.,0.042,,,,,,,,,,,,
185,1,185,,,,,,,,,,0.106,0.002,0.002,,,,0.,0.,0.,,,,,,,,,
185,185,1,,,,,,,,,,0.105,0.004,0.001,,,,0.,0.,0.,,,,,,,,,
193,1,193,,,,,,,,,,,,,0.11,0.,0.11,,,,,,,,,,,,
193,193,1,,,,,,,,,,,,,0.059,0.,0.059,,,,,,,,,,,,
202,1,202,0.492,0.,0.492,,,,,,,,,,,,,,,,,,,,,,,,
202,202,1,0.266,0.,0.266,,,,,,,,,,,,,,,,,,,,,,,,
203,1,203,,,,,,,,,,,,,0.11,0.,0.11,,,,,,,,,,,,
203,203,1,,,,,,,,,,,,,0.061,0.,0.061,,,,,,,,,,,,
210,1,210,0.561,0.005,0.555,,,,,,,,,,,,,,,,,,,,,,,,
210,14,15,0.019,0.,0.019,,,,,,,0.105,0.004,0.,0.013,0.,0.013,0.,0.,0.,,,,,,,,,
210,210,1,0.274,0.,0.274,,,,,,,,,,,,,,,,,,,,,,,,
214,1,214,,,,,,,,,,,,,0.122,0.,0.122,,,,,,,,,,,,
214,214,1,,,,,,,,,,,,,0.063,0.,0.063,,,,,,,,,,,,
221,1,221,,,,,,,,,,0.107,0.003,0.002,,,,0.,0.,0.,,,,,,,,,
221,221,1,,,,,,,,,,0.107,0.003,0.002,,,,0.,0.,0.,,,,,,,,,
224,1,224,0.569,0.,0.569,,,,,,,,,,0.131,0.,0.131,,,,,,,,,,,,
224,224,1,0.302,0.,0.302,,,,,,,,,,0.07,0.,0.07,,,,,,,,,,,,
234,1,234,,,,,,,,,,,,,0.14,0.,0.14,,,,,,,,,,,,
234,234,1,,,,,,,,,,,,,0.073,0.,0.072,,,,,,,,,,,,
239,1,239,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
239,239,1,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
240,15,16,0.021,0.,0.021,0.,0.,0.,0.,0.,0.,,,,0.016,0.,0.016,,,,,,,,,,,,
245,1,245,,,,,,,,,,,,,0.148,0.,0.148,,,,,,,,,,,,
245,245,1,,,,,,,,,,,,,0.073,0.,0.073,,,,,,,,,,,,
247,1,247,0.613,0.,0.613,,,,,,,,,,,,,,,,,,,,,,,,
247,247,1,0.316,0.,0.316,,,,,,,,,,,,,,,,,,,,,,,,
255,1,255,,,,,,,,,,,,,0.162,0.,0.162,,,,,,,,,,,,
255,255,1,,,,,,,,,,,,,0.079,0.,0.079,,,,,,,,,,,,
257,1,257,,,,,,,,,,0.105,0.003,0.002,,,,0.,0.,0.,,,,,,,,,
257,257,1,,,,,,,,,,0.105,0.005,0.,,,,0.001,0.,0.001,,,,,,,,,
269,1,269,0.842,0.,0.842,,,,,,,,,,,,,,,,,,,,,,,,
269,269,1,0.451,0.,0.451,,,,,,,,,,,,,,,,,,,,,,,,
272,16,17,0.024,0.,0.024,,,,,,,0.106,0.004,0.001,,,,0.,0.,0.,,,,,,,,,
291,1,291,,,,,,,,,,,,,0.212,0.,0.211,,,,,,,,,,,,
291,291,1,,,,,,,,,,,,,0.119,0.,0.119,,,,,,,,,,,,
293,1,293,,,,,,,,,,0.105,0.003,0.002,,,,0.,0.,0.,,,,,,,,,
293,293,1,,,,,,,,,,0.105,0.003,0.002,,,,0.001,0.,0.001,,,,,,,,,
297,1,297,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
297,297,1,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
306,17,18,,,,0.,0.,0.,0.,0.,0.,0.102,0.004,0.001,0.021,0.,0.021,0.001,0.,0.001,,,,,,,,,
307,1,307,,,,,,,,,,0.1,0.004,0.001,,,,,,,,,,,,,,,
307,307,1,,,,,,,,,,0.1,0.003,0.001,,,,,,,,,,,,,,,
328,1,328,,,,,,,,,,,,,0.269,0.,0.269,,,,,,,,,,,,
328,328,1,,,,,,,,,,,,,0.138,0.,0.138,,,,,,,,,,,,
329,1,329,,,,,,,,,,0.105,0.003,0.002,,,,0.001,0.,0.001,,,,,,,,,
329,329,1,,,,,,,,,,0.106,0.003,0.003,,,,0.001,0.,0.001,,,,,,,,,
336,1,336,1.152,0.,1.152,,,,,,,,,,,,,,,,,,,,,,,,
336,336,1,0.63,0.,0.63,,,,,,,,,,,,,,,,,,,,,,,,
342,18,19,0.03,0.,0.03,0.,0.,0.,0.,0.,0.,0.105,0.004,0.001,0.024,0.,0.024,0.001,0.,0.001,,,,,,,,,
355,1,355,,,,0.,0.,0.,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
355,355,1,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
364,1,364,,,,,,,,,,,,,0.308,0.,0.308,,,,,,,,,,,,
364,364,1,,,,,,,,,,,,,0.149,0.,0.149,,,,,,,,,,,,
365,1,365,,,,,,,,,,0.106,0.003,0.003,,,,0.001,0.,0.001,,,,,,,,,
365,365,1,,,,,,,,,,0.107,0.002,0.003,,,,0.001,0.,0.001,,,,,,,,,
380,19,20,,,,,,,,,,0.106,0.004,0.002,0.031,0.,0.031,0.001,0.,0.001,,,,,,,,,
400,1,400,,,,,,,,,,,,,0.378,0.001,0.376,,,,,,,,,,,,
400,20,20,,,,,,,,,,,,,0.038,0.,0.038,,,,,,,,,,,,
400,400,1,,,,,,,,,,,,,0.223,0.,0.223,,,,,,,,,,,,
401,1,401,,,,,,,,,,0.109,0.003,0.002,,,,0.001,0.,0.001,,,,,,,,,
401,401,1,,,,,,,,,,0.107,0.003,0.003,,,,0.001,0.,0.001,,,,,,,,,
402,1,402,,,,,,,,,,,,,0.426,0.006,0.42,,,,,,,,,,,,
402,402,1,,,,,,,,,,,,,0.224,0.,0.224,,,,,,,,,,,,
404,1,404,1.859,0.,1.859,,,,,,,,,,,,,,,,,,,,,,,,
404,404,1,1.051,0.001,1.049,,,,,,,,,,,,,,,,,,,,,,,,
413,1,413,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
413,413,1,,,,0.,0.,0.,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
414,1,414,1.879,0.,1.879,,,,,,,,,,,,,,,,,,,,,,,,
414,414,1,1.026,0.,1.025,,,,,,,,,,,,,,,,,,,,,,,,
420,20,21,0.037,0.,0.037,0.,0.,0.,0.,0.,0.,0.11,0.005,0.004,0.029,0.,0.029,0.001,0.,0.001,,,,,,,,,
436,1,436,,,,,,,,,,,,,0.434,0.,0.433,,,,,,,,,,,,
436,436,1,,,,,,,,,,,,,0.243,0.002,0.24,,,,,,,,,,,,
437,1,437,,,,,,,,,,0.106,0.003,0.002,,,,0.001,0.,0.001,,,,,,,,,
437,437,1,,,,,,,,,,0.106,0.004,0.002,,,,0.001,0.,0.001,,,,,,,,,
462,21,22,0.041,0.,0.041,0.,0.,0.,0.,0.,0.,0.108,0.004,0.002,0.032,0.,0.032,0.001,0.,0.001,,,,,,,,,
471,1,471,2.155,0.,2.155,,,,,,,,,,,,,,,,,,,,,,,,
471,471,1,1.21,0.003,1.206,,,,,,,,,,,,,,,,,,,,,,,,
472,1,472,,,,0.001,0.,0.001,0.001,0.,0.001,0.107,0.003,0.002,,,,0.001,0.,0.001,,,,,,,,,
472,472,1,,,,0.,0.,0.,0.001,0.,0.001,0.109,0.002,0.003,,,,0.001,0.,0.001,,,,,,,,,
473,1,473,,,,,,,,,,,,,0.51,0.,0.51,,,,,,,,,,,,
473,473,1,,,,,,,,,,,,,0.257,0.,0.257,,,,,,,,,,,,
506,22,23,,,,,,,,,,0.107,0.004,0.002,0.037,0.,0.037,0.001,0.,0.001,,,,,,,,,
508,1,508,,,,,,,,,,0.106,0.004,0.001,,,,0.001,0.,0.001,,,,,,,,,
508,508,1,,,,,,,,,,0.106,0.004,0.002,,,,0.002,0.,0.002,,,,,,,,,
509,1,509,,,,,,,,,,,,,0.563,0.,0.563,,,,,,,,,,,,
509,509,1,,,,,,,,,,,,,0.276,0.,0.275,,,,,,,,,,,,
530,1,530,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
530,530,1,,,,0.,0.,0.,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
538,1,538,3.251,0.,3.251,,,,,,,,,,,,,,,,,,,,,,,,
538,538,1,1.816,0.,1.816,,,,,,,,,,,,,,,,,,,,,,,,
544,1,544,,,,,,,,,,0.107,0.004,0.001,,,,0.001,0.,0.001,,,,,,,,,
544,544,1,,,,,,,,,,0.108,0.003,0.004,,,,0.002,0.,0.002,,,,,,,,,
552,23,24,0.053,0.,0.053,0.,0.,0.,0.,0.,0.,0.106,0.004,0.001,,,,0.001,0.,0.001,,,,,,,,,
580,1,580,,,,,,,,,,0.106,0.003,0.002,,,,0.003,0.,0.003,,,,,,,,,
580,580,1,,,,,,,,,,0.106,0.004,0.002,,,,0.002,0.,0.002,,,,,,,,,
588,1,588,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
588,588,1,,,,0.001,0.,0.001,0.003,0.,0.003,,,,,,,,,,,,,,,,,,
600,24,25,,,,0.,0.,0.,0.001,0.,0.001,0.1,0.003,0.002,,,,0.001,0.,0.001,,,,,,,,,
609,1,609,,,,,,,,,,0.099,0.003,0.003,,,,,,,,,,,,,,,
609,609,1,,,,,,,,,,0.1,0.004,0.002,,,,,,,,,,,,,,,
616,1,616,,,,,,,,,,0.107,0.003,0.003,,,,0.001,0.,0.001,,,,,,,,,
616,616,1,,,,,,,,,,0.108,0.004,0.003,,,,0.002,0.,0.002,,,,,,,,,
636,1,636,,,,,,,,,,,,,0.849,0.,0.848,,,,,,,,,,,,
636,636,1,,,,,,,,,,,,,0.458,0.005,0.453,,,,,,,,,,,,
646,1,646,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
646,646,1,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
650,25,26,,,,0.,0.,0.,0.001,0.,0.001,0.108,0.004,0.003,0.049,0.,0.049,0.001,0.,0.001,,,,,,,,,
652,1,652,,,,,,,,,,0.108,0.003,0.003,,,,0.002,0.,0.002,,,,,,,,,
652,652,1,,,,,,,,,,0.107,0.004,0.004,,,,0.002,0.,0.002,,,,,,,,,
688,1,688,,,,,,,,,,0.106,0.003,0.004,,,,0.002,0.,0.002,,,,,,,,,
688,688,1,,,,,,,,,,0.107,0.004,0.003,,,,0.002,0.,0.002,,,,,,,,,
702,26,27,,,,0.,0.,0.,0.001,0.,0.001,0.115,0.006,0.008,,,,0.002,0.,0.002,,,,,,,,,
704,1,704,,,,0.003,0.,0.003,0.002,0.,0.002,,,,,,,,,,,,,,,,,,
704,704,1,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
724,1,724,,,,,,,,,,0.108,0.003,0.004,,,,0.002,0.,0.002,,,,,,,,,
724,724,1,,,,,,,,,,0.109,0.004,0.002,,,,0.002,0.,0.002,,,,,,,,,
756,27,28,,,,0.,0.,0.,0.001,0.,0.001,0.109,0.004,0.003,0.071,0.,0.071,0.002,0.,0.002,,,,,,,,,
760,1,760,,,,,,,,,,0.107,0.003,0.003,,,,0.002,0.,0.002,,,,,,,,,
760,760,1,,,,,,,,,,0.108,0.003,0.004,,,,0.002,0.,0.002,,,,,,,,,
762,1,762,,,,0.001,0.,0.001,0.002,0.,0.002,,,,,,,,,,,,,,,,,,
762,762,1,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
763,1,763,,,,,,,,,,,,,1.181,0.,1.181,,,,,,,,,,,,
763,763,1,,,,,,,,,,,,,0.568,0.,0.568,,,,,,,,,,,,
795,1,795,,,,,,,,,,0.107,0.003,0.004,,,,0.002,0.,0.002,,,,,,,,,
795,795,1,,,,,,,,,,0.107,0.004,0.004,,,,0.003,0.,0.003,,,,,,,,,
798,1,798,,,,,,,,,,,,,1.446,0.002,1.444,,,,,,,,,,,,
798,798,1,,,,,,,,,,,,,0.912,0.008,0.903,,,,,,,,,,,,
807,1,807,7.154,0.,7.153,,,,,,,,,,,,,,,,,,,,,,,,
807,807,1,4.072,0.008,4.064,,,,,,,,,,,,,,,,,,,,,,,,
812,28,29,0.077,0.,0.077,0.001,0.,0.001,0.001,0.,0.001,0.108,0.004,0.003,0.117,0.,0.117,0.002,0.,0.002,,,,,,,,,
