param-n,abstract+repeat-rewrite-strat-bottomup-regression-cubic-real,abstract+repeat-rewrite-strat-bottomup-regression-cubic-sys,abstract+repeat-rewrite-strat-bottomup-regression-cubic-user,abstract+repeat-rewrite-strat-topdown-regression-cubic-real,abstract+repeat-rewrite-strat-topdown-regression-cubic-sys,abstract+repeat-rewrite-strat-topdown-regression-cubic-user,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-real,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-sys,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-user,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-real,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-sys,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-user,noop-repeat-rewrite-strat-bottomup-regression-cubic-real,noop-repeat-rewrite-strat-bottomup-regression-cubic-sys,noop-repeat-rewrite-strat-bottomup-regression-cubic-user,noop-repeat-rewrite-strat-topdown-regression-cubic-real,noop-repeat-rewrite-strat-topdown-regression-cubic-sys,noop-repeat-rewrite-strat-topdown-regression-cubic-user,repeat-rewrite-strat-bottomup-regression-cubic-real,repeat-rewrite-strat-bottomup-regression-cubic-sys,repeat-rewrite-strat-bottomup-regression-cubic-user,repeat-rewrite-strat-topdown-regression-cubic-real,repeat-rewrite-strat-topdown-regression-cubic-sys,repeat-rewrite-strat-topdown-regression-cubic-user
18,0.217,0.,0.217,0.214,0.,0.214,0.005,0.,0.005,0.005,0.,0.005,0.006,0.,0.006,0.007,0.,0.007,0.204,0.,0.204,0.201,0.,0.201
19,0.251,0.,0.251,0.247,0.,0.247,0.006,0.,0.006,0.005,0.,0.005,0.007,0.,0.007,0.007,0.,0.007,0.237,0.,0.237,0.233,0.,0.233
20,0.287,0.,0.287,0.286,0.,0.286,0.006,0.,0.006,0.006,0.,0.006,0.008,0.,0.008,0.008,0.,0.008,0.272,0.,0.271,0.271,0.,0.271
21,0.334,0.,0.333,0.329,0.,0.328,0.007,0.,0.007,0.007,0.,0.007,0.009,0.,0.008,0.009,0.,0.009,0.318,0.,0.318,0.312,0.,0.312
22,0.381,0.,0.381,0.375,0.,0.375,0.007,0.,0.007,0.007,0.,0.007,0.01,0.,0.01,0.01,0.,0.01,0.363,0.,0.363,0.357,0.,0.357
23,0.434,0.,0.434,0.428,0.,0.428,0.008,0.,0.008,0.008,0.,0.008,0.011,0.,0.011,0.011,0.,0.011,0.415,0.,0.414,0.409,0.,0.409
24,0.493,0.,0.492,0.487,0.,0.486,0.008,0.,0.008,0.008,0.,0.008,0.012,0.,0.012,0.012,0.,0.012,0.472,0.,0.471,0.465,0.,0.465
25,0.564,0.,0.564,0.554,0.,0.554,0.009,0.,0.009,0.009,0.,0.009,0.013,0.,0.013,0.013,0.,0.013,0.541,0.,0.541,0.531,0.,0.531
30,0.991,0.,0.991,0.988,0.,0.987,0.014,0.,0.014,0.014,0.,0.014,0.019,0.,0.019,0.019,0.,0.019,0.957,0.,0.957,0.953,0.,0.952
35,1.677,0.,1.677,1.66,0.,1.658,0.017,0.,0.017,0.016,0.,0.016,0.029,0.,0.029,0.03,0.,0.03,1.63,0.,1.63,1.612,0.,1.611
40,2.626,0.,2.625,2.621,0.,2.619,0.02,0.,0.02,0.02,0.,0.02,0.04,0.,0.04,0.042,0.,0.042,2.564,0.,2.563,2.557,0.,2.556
45,4.043,0.,4.04,4.003,0.,4.003,0.026,0.,0.026,0.025,0.,0.025,0.057,0.,0.056,0.056,0.,0.056,3.959,0.,3.958,3.92,0.,3.919
50,5.919,0.,5.918,5.854,0.,5.853,0.031,0.,0.031,0.031,0.,0.031,0.075,0.,0.075,0.074,0.,0.074,5.811,0.,5.811,5.748,0.,5.746
