param-n,cbn-regression-cubic-real,cbn-regression-cubic-sys,cbn-regression-cubic-user,cbv-regression-quadratic-real,cbv-regression-quadratic-sys,cbv-regression-quadratic-user,lazy-regression-quadratic-real,lazy-regression-quadratic-sys,lazy-regression-quadratic-user,native-compute(1)-regression-quadratic-real,native-compute(1)-regression-quadratic-sys,native-compute(1)-regression-quadratic-user,native-compute(2)-regression-quadratic-real,native-compute(2)-regression-quadratic-sys,native-compute(2)-regression-quadratic-user,simpl-regression-cubic-real,simpl-regression-cubic-sys,simpl-regression-cubic-user,vm-compute-regression-quadratic-real,vm-compute-regression-quadratic-sys,vm-compute-regression-quadratic-user
2705,,,,2.316,0.004,2.312,,,,,,,,,,,,,,,
2706,,,,,,,,,,,,,,,,,,,0.144,0.,0.144
2729,,,,,,,,,,0.123,0.,0.038,0.12,0.,0.036,,,,,,
2745,,,,,,,,,,,,,,,,,,,0.146,0.,0.146
2784,,,,,,,,,,,,,,,,,,,0.151,0.,0.151
2824,,,,,,,,,,,,,,,,,,,0.156,0.,0.156
2842,,,,,,,,,,0.124,0.003,0.036,0.123,0.003,0.035,,,,,,
2847,,,,2.551,0.,2.551,,,,,,,,,,,,,,,
2863,,,,,,,,,,,,,,,,,,,0.159,0.,0.159
2881,,,,,,,7.205,0.047,7.156,,,,,,,,,,,,
2902,,,,,,,,,,,,,,,,,,,0.163,0.,0.163
2941,,,,,,,,,,,,,,,,,,,0.168,0.,0.168
2956,,,,,,,,,,0.127,0.004,0.039,0.148,0.012,0.053,,,,,,
2980,,,,,,,,,,,,,,,,,,,0.172,0.,0.172
3019,,,,,,,,,,,,,,,,,,,0.175,0.,0.175
3059,,,,,,,,,,,,,,,,,,,0.18,0.,0.18
3070,,,,,,,,,,0.13,0.008,0.036,0.133,0.004,0.044,,,,,,
3098,,,,,,,,,,,,,,,,,,,0.184,0.,0.184
3137,,,,,,,,,,,,,,,,,,,0.188,0.,0.188
3183,,,,,,,,,,0.133,0.006,0.041,0.16,0.015,0.061,,,,,,
3241,,,,,,,8.712,0.059,8.651,,,,,,,,,,,,
3268,,,,,,,,,,,,,,,,,,,0.204,0.,0.204
3297,,,,,,,,,,0.248,0.016,0.148,0.139,0.,0.054,,,,,,
3398,,,,,,,,,,,,,,,,,,,0.221,0.,0.221
3410,,,,,,,,,,0.134,0.,0.052,0.171,0.007,0.079,,,,,,
3416,,,,3.635,0.,3.634,,,,,,,,,,,,,,,
3524,,,,,,,,,,0.141,0.004,0.054,0.14,0.003,0.052,,,,,,
3529,,,,,,,,,,,,,,,,,,,0.236,0.,0.236
3601,,,,,,,10.268,0.028,10.239,,,,,,,,,,,,
3638,,,,,,,,,,0.141,0.007,0.051,0.148,0.004,0.06,,,,,,
3660,,,,,,,,,,,,,,,,,,,0.256,0.,0.256
3674,,,,,,,,,,0.183,0.011,0.09,0.158,0.003,0.074,,,,,,
3751,,,,,,,,,,0.17,0.007,0.078,0.15,0.,0.067,,,,,,
3790,,,,,,,,,,,,,,,,,,,0.274,0.,0.274
3865,,,,,,,,,,0.179,0.008,0.085,0.263,0.02,0.161,,,,,,
3921,,,,,,,,,,,,,,,,,,,0.288,0.,0.288
3979,,,,,,,,,,0.158,0.,0.072,0.186,0.003,0.099,,,,,,
3985,,,,4.891,0.015,4.875,,,,,,,,,,,,,,,
4024,,,,,,,,,,,,,,,,,,,0.419,0.,0.419
4052,,,,,,,,,,,,,,,,,,,0.308,0.,0.308
4092,,,,,,,,,,0.158,0.003,0.071,0.154,0.004,0.069,,,,,,
4182,,,,,,,,,,,,,,,,,,,0.327,0.,0.327
4206,,,,,,,,,,0.164,0.,0.079,0.183,0.007,0.092,,,,,,
4313,,,,,,,,,,,,,,,,,,,0.342,0.,0.342
4319,,,,,,,,,,0.193,0.007,0.103,0.215,0.007,0.126,,,,,,
