param-n,abstract+repeat-rewrite-strat-bottomup-regression-cubic-real,abstract+repeat-rewrite-strat-bottomup-regression-cubic-sys,abstract+repeat-rewrite-strat-bottomup-regression-cubic-user,abstract+repeat-rewrite-strat-topdown-regression-cubic-real,abstract+repeat-rewrite-strat-topdown-regression-cubic-sys,abstract+repeat-rewrite-strat-topdown-regression-cubic-user,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-real,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-sys,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-user,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-real,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-sys,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-user,noop-repeat-rewrite-strat-bottomup-regression-cubic-real,noop-repeat-rewrite-strat-bottomup-regression-cubic-sys,noop-repeat-rewrite-strat-bottomup-regression-cubic-user,noop-repeat-rewrite-strat-topdown-regression-cubic-real,noop-repeat-rewrite-strat-topdown-regression-cubic-sys,noop-repeat-rewrite-strat-topdown-regression-cubic-user,repeat-rewrite-strat-bottomup-regression-cubic-real,repeat-rewrite-strat-bottomup-regression-cubic-sys,repeat-rewrite-strat-bottomup-regression-cubic-user,repeat-rewrite-strat-topdown-regression-cubic-real,repeat-rewrite-strat-topdown-regression-cubic-sys,repeat-rewrite-strat-topdown-regression-cubic-user
17,0.169,0.,0.169,0.159,0.,0.159,0.008,0.,0.008,0.008,0.,0.008,0.013,0.,0.013,0.005,0.,0.005,0.147,0.,0.147,0.145,0.,0.145
18,0.169,0.,0.169,0.178,0.,0.178,0.008,0.,0.008,0.009,0.,0.009,0.005,0.,0.005,0.005,0.,0.005,0.154,0.,0.154,0.163,0.,0.163
19,0.188,0.,0.188,0.186,0.,0.185,0.009,0.,0.009,0.009,0.,0.009,0.006,0.,0.006,0.006,0.,0.006,0.172,0.,0.172,0.169,0.,0.169
20,0.302,0.,0.301,0.301,0.,0.301,0.011,0.,0.011,0.011,0.,0.011,0.006,0.,0.006,0.006,0.,0.006,0.284,0.,0.284,0.283,0.,0.283
21,0.226,0.,0.226,0.227,0.,0.227,0.01,0.,0.01,0.011,0.,0.011,0.006,0.,0.006,0.006,0.,0.006,0.208,0.,0.208,0.208,0.,0.208
22,0.251,0.,0.251,0.248,0.,0.248,0.012,0.,0.012,0.012,0.,0.012,0.007,0.,0.007,0.007,0.,0.007,0.232,0.,0.232,0.228,0.,0.228
23,0.276,0.,0.275,0.273,0.,0.273,0.013,0.,0.013,0.012,0.,0.012,0.007,0.,0.007,0.007,0.,0.007,0.254,0.,0.254,0.252,0.,0.252
24,0.307,0.,0.307,0.305,0.,0.305,0.014,0.,0.014,0.014,0.,0.014,0.008,0.,0.008,0.009,0.,0.009,0.285,0.,0.285,0.281,0.,0.281
25,0.333,0.,0.333,0.328,0.,0.327,0.015,0.,0.015,0.014,0.,0.014,0.008,0.,0.008,0.008,0.,0.008,0.309,0.,0.309,0.304,0.,0.304
30,0.613,0.,0.613,0.621,0.,0.621,0.02,0.,0.02,0.02,0.,0.02,0.011,0.,0.011,0.011,0.,0.011,0.581,0.,0.581,0.589,0.,0.589
35,0.703,0.,0.703,0.702,0.,0.702,0.027,0.,0.027,0.027,0.,0.027,0.013,0.,0.013,0.013,0.,0.013,0.662,0.,0.662,0.66,0.,0.66
40,0.975,0.003,0.972,0.993,0.,0.993,0.035,0.,0.035,0.035,0.,0.035,0.016,0.,0.016,0.016,0.,0.016,0.923,0.003,0.92,0.94,0.,0.94
45,1.28,0.,1.28,1.303,0.,1.303,0.046,0.,0.046,0.046,0.,0.046,0.019,0.,0.019,0.022,0.,0.022,1.214,0.,1.213,1.233,0.,1.233
50,1.692,0.,1.691,1.718,0.,1.718,0.057,0.,0.057,0.056,0.,0.056,0.023,0.,0.023,0.023,0.,0.023,1.61,0.,1.61,1.638,0.,1.637
