param-n,abstract+repeat-rewrite-strat-bottomup-regression-cubic-real,abstract+repeat-rewrite-strat-bottomup-regression-cubic-sys,abstract+repeat-rewrite-strat-bottomup-regression-cubic-user,abstract+repeat-rewrite-strat-topdown-regression-cubic-real,abstract+repeat-rewrite-strat-topdown-regression-cubic-sys,abstract+repeat-rewrite-strat-topdown-regression-cubic-user,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-real,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-sys,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-user,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-real,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-sys,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-user,noop-repeat-rewrite-strat-bottomup-regression-cubic-real,noop-repeat-rewrite-strat-bottomup-regression-cubic-sys,noop-repeat-rewrite-strat-bottomup-regression-cubic-user,noop-repeat-rewrite-strat-topdown-regression-cubic-real,noop-repeat-rewrite-strat-topdown-regression-cubic-sys,noop-repeat-rewrite-strat-topdown-regression-cubic-user,repeat-rewrite-strat-bottomup-regression-cubic-real,repeat-rewrite-strat-bottomup-regression-cubic-sys,repeat-rewrite-strat-bottomup-regression-cubic-user,repeat-rewrite-strat-topdown-regression-cubic-real,repeat-rewrite-strat-topdown-regression-cubic-sys,repeat-rewrite-strat-topdown-regression-cubic-user
21,0.169,0.,0.169,0.173,0.,0.173,0.007,0.,0.007,0.007,0.,0.007,0.005,0.,0.005,0.005,0.,0.005,0.156,0.,0.156,0.16,0.,0.16
22,0.185,0.,0.185,0.191,0.,0.19,0.008,0.,0.008,0.008,0.,0.008,0.005,0.,0.005,0.005,0.,0.005,0.171,0.,0.171,0.176,0.,0.176
23,0.204,0.,0.204,0.208,0.,0.208,0.008,0.,0.008,0.008,0.,0.008,0.005,0.,0.005,0.005,0.,0.005,0.189,0.,0.189,0.194,0.,0.194
24,0.225,0.,0.225,0.228,0.,0.228,0.009,0.,0.009,0.009,0.,0.009,0.006,0.,0.006,0.006,0.,0.006,0.209,0.,0.209,0.213,0.,0.212
25,0.241,0.,0.241,0.25,0.,0.25,0.01,0.,0.01,0.009,0.,0.009,0.006,0.,0.006,0.006,0.,0.006,0.225,0.,0.225,0.233,0.,0.233
30,0.364,0.,0.364,0.363,0.,0.362,0.013,0.,0.013,0.013,0.,0.013,0.008,0.,0.008,0.008,0.,0.007,0.342,0.,0.342,0.341,0.,0.341
35,0.515,0.,0.514,0.53,0.,0.53,0.017,0.,0.017,0.018,0.,0.018,0.009,0.,0.009,0.01,0.,0.01,0.487,0.,0.486,0.501,0.,0.501
40,0.716,0.,0.716,0.709,0.,0.708,0.025,0.,0.025,0.024,0.,0.024,0.012,0.,0.012,0.012,0.,0.012,0.678,0.,0.678,0.672,0.,0.671
45,0.937,0.,0.936,0.964,0.001,0.962,0.029,0.,0.029,0.029,0.,0.029,0.014,0.,0.014,0.015,0.,0.015,0.893,0.,0.892,0.918,0.001,0.916
50,1.222,0.,1.219,1.249,0.,1.248,0.035,0.,0.035,0.033,0.,0.033,0.018,0.,0.018,0.021,0.,0.021,1.168,0.,1.165,1.193,0.,1.193
